Title,Artist,Year,Genre,path,language,rhythmic_density,num_notes,total_duration,avg_ioi,stdev_ioi,nPVI,periodicity,lz_complexity,norm_lz_complexity,,,,
Dance With A Dolly,Terry Shand,2005,"jazz, country, swing","Wikifonia/Terry Shand, Jimmy Eaton, Mickey Leader - Dance With A Dolly.mxl",English,1.18939393939394,157,132,0.684065934065934,0.543234064101242,18.7851037851038,1.83791208791209,62,0.394904458598726,,,,
Doralice,Joao Gilberto,Desconocido,"bossa nova, brazilian pop, bossanova, jazz, latin",Wikifonia/Joao Gilberto - Doralice.mxl,Portuguese,2.875,230,80,0.250819672131148,0.249177631564359,18.5735080058224,0.695901639344262,56,0.243478260869565,,,,
I'll Paint You A Song,Mac Davis,1970,"country-pop, soft rock, soundtrack, nashville, pop/rock, country, sound/countrypolitan",Wikifonia/Mac Davis - I'll Paint You A Song.mxl,English,0.888888888888889,128,144,0.854037267080746,0.982728305284126,28.4114485689289,1.53416149068323,56,0.4375,,,,
I See Your Face Before Me,Arthur Schwartz,1997,"cool jazz, vocal jazz, soundtrack, jazz, easy listening","Wikifonia/Arthur Schwartz, Howard Dietz - I See Your Face Before Me.mxl",English,0.840909090909091,111,132,0.764705882352941,0.824579162875069,30.2203856749311,2.29411764705882,49,0.441441441441441,,,,
Sleigh Ride,Leroy Anderson,1992,Desconocido,Wikifonia/Leroy Anderson - Sleigh Ride.mxl,English,1.03787878787879,137,132,0.728813559322034,0.802478684256599,37.8734827264239,1.38418079096045,52,0.37956204379562,,,,
Girl Talk,Neal Hefti,1965,"smooth jazz, soundtrack, jazz, instrumental, score","Wikifonia/Neal Hefti, Bobby Troup - Girl Talk.mxl",English,1.375,154,112,0.493150684931507,0.561267832708928,17.1269253622195,1.27397260273973,51,0.331168831168831,,,,
Mean To Me,Roy Turk,2013,jazz,"Wikifonia/Roy Turk, Fred E. Ahlert - Mean To Me.mxl",English,0.9,126,140,0.678571428571429,0.741447839000953,40.4876190476191,1.30612244897959,56,0.444444444444444,,,,
You Can't Roller Skate In A Buffalo Herd,Roger Miller,1965,"comedy, novelty, country-pop, comedy/spoken, nashville, classic country, 255, country, country pop, traditional country, country comedy, honky tonk, sound/countrypolitan",Wikifonia/Roger Miller - You Can't Roller Skate In A Buffalo Herd.mxl,English,1.29545454545455,114,88,0.653543307086614,0.394408812169077,26.0935524652339,3.77952755905512,40,0.350877192982456,,,,
LES VERNES,Michel PLATRE,2007,"rock, post-rock, doom metal, psychedelic rock, noise",Wikifonia/Michel PLATRE - LES VERNES.mxl,No Lyrics,1.6231884057971,56,34.5,0.590909090909091,0.321090600226352,22.9767807949626,2.36363636363636,26,0.464285714285714,,,,
Love Is Just Around The Corner,Leo Robin,1987,"ballad, pop, soft rock","Wikifonia/Leo Robin, Lewis E. Gensler - Love Is Just Around The Corner.mxl",English,0.864864864864865,128,148,0.742268041237113,0.875241946113399,33.8759927736305,1.35051546391753,59,0.4609375,,,,
Born To Be My Baby,Bon Jovi,2014,Desconocido,Wikifonia/Bon Jovi - Born To Be My Baby.mxl,English,1.09141791044776,585,536,0.915239726027399,1.68283336634334,29.1990733771555,3.06849315068493,161,0.275213675213675,,,,
A Fistful Of Dollars (Kill Bill vol.2 soundtrack),Ennio Morricone,Desconocido,Desconocido,Wikifonia/Ennio Morricone - A Fistful Of Dollars (Kill Bill vol.2 soundtrack).mxl,No Lyrics,2.07291666666667,199,96,0.464646464646464,0.606165815783829,53.3898576501073,4.49494949494949,93,0.467336683417085,,,,
Ring Of Fire,Merle Kilgore,1969,"american, rock, american rock, pop, rockabilly","Wikifonia/Merle Kilgore, June Carter - Ring Of Fire.mxl",English,0.564705882352941,96,170,1.29007633587786,1.34782012084043,47.1578947368421,2.46564885496183,48,0.5,,,,
Boogie Blues,Gene Krupa & Ray Biondi,1956,Desconocido,Wikifonia/Gene Krupa & Ray Biondi - Boogie Blues.mxl,No Lyrics,1.36111111111111,147,108,0.604166666666667,0.567438637336987,12.0120974915495,1.54464285714286,40,0.272108843537415,,,,
I'm Falling In Love With Someone,Victor Herbert & Rida Johnson Young,1961,Desconocido,Wikifonia/Victor Herbert & Rida Johnson Young - I'm Falling In Love With Someone.mxl,English,0.666666666666667,98,147,0.972602739726027,0.930423423121895,22.4153166421208,1.93835616438356,39,0.397959183673469,,,,
In Walked Bud,Thelonious Monk,1952,"hard bop, bop, cool jazz, jazz, bebop",Wikifonia/Thelonious Monk - In Walked Bud.mxl,No Lyrics,1.12,112,100,0.640522875816993,0.59259459502417,31.9090519090519,2.13725490196078,47,0.419642857142857,,,,
English Country Garden,Robert M.Jordan,2007,"rock, britpop",Wikifonia/Robert M.Jordan - English Country Garden.mxl,English,1.08074534161491,87,80.5,0.514184397163121,0.775724923853197,28.7153931339978,1.38297872340426,36,0.413793103448276,,,,
I Love Paris (Long sheet),Cole Porter,2000,musical,Wikifonia/Cole Porter - I Love Paris (Long sheet).mxl,English,0.6015625,77,128,1.11504424778761,1.01538791043699,38.3333333333333,2,39,0.506493506493506,,,,
A Man Alone,John Barry,1985,"classical, movie soundtrack, score, soundtrack",Wikifonia/John Barry - A Man Alone.mxl,No Lyrics,0.53125,85,160,1.35652173913043,1.25933940134829,32.2486772486772,3.67826086956522,39,0.458823529411765,,,,
Save The Last Dance For Me,Mort Shuman,1976,"pop, chanson française","Wikifonia/Mort Shuman, Doc Pomus - Save The Last Dance For Me.mxl",English,0.945652173913043,174,184,0.893939393939394,1.06625479881228,23.9648983001584,2.81481481481482,58,0.333333333333333,,,,
Wenn der weie Flieder wieder bluht,Franz Doelle,1992,"jazz, big band, swing",Wikifonia/Franz Doelle - Wenn der weie Flieder wieder bluht.mxl,German,0.7109375,91,128,1.35555555555556,0.946468419513194,41.5802469135802,9.33333333333333,34,0.373626373626374,,,,
Just a Closer Walk With Thee,Traditional,2003,"jazz, movie soundtrack, score, soundtrack",Wikifonia/Traditional - Just a Closer Walk With Thee.mxl,English,0.885964912280702,202,228,0.75,0.910518598188449,40.2716575850905,1.38235294117647,62,0.306930693069307,,,,
Fantomas,Michel magne,Desconocido,Desconocido,Wikifonia/Michel magne - Fantomas.mxl,No Lyrics,0.559139784946237,52,93,1.62745098039216,1.16249873394366,47.4526780409133,5.92156862745098,28,0.538461538461538,,,,
Pardon Me If I Break Your Heart,Celestine Akins,2004,"alternative rock, gothic, rock, rock/goth rock, hardcore, sludge metal, contemporary country, classic country, goth rock, pop, pop/rock, alternative/indie rock, gothic rock, country, metal, country pop, gothic metal, alternative pop/rock",Wikifonia/Celestine Akins - Pardon Me If I Break Your Heart.mxl,English,0.621212121212121,82,132,1.07563025210084,1.09743523662247,38.6008230452675,1.99159663865546,42,0.51219512195122,,,,
You Brought A New Kind Of Love To Me,Pierre Norman,1993,"vocal jazz, jazz, pop, jazz vocals, swing, jazz: jazz vocals, big band","Wikifonia/Pierre Norman, Irving Kahal, Sammy Fain - You Brought A New Kind Of Love To Me.mxl",English,0.928571428571429,130,140,0.73224043715847,0.746136795134351,41.37793300584,1.36612021857924,59,0.453846153846154,,,,
Strasbourg St. Denis,Roy Hargrove,2008,Desconocido,Wikifonia/Roy Hargrove - Strasbourg St. Denis.mxl,No Lyrics,1.59375,51,32,0.475806451612903,0.716608383597518,44.3017740429505,0.951612903225806,26,0.509803921568627,,,,
It's A Blue World,Chet Forrest,1994,"jazz, big band","Wikifonia/Chet Forrest, Bob Wright - It's A Blue World.mxl",English,0.621428571428571,87,140,1.0703125,1.02011228255051,30.2657032889591,2.125,43,0.494252873563218,,,,
La Habanera,adapated by Georges Bizet adapted from the habanera,Desconocido,Desconocido,Wikifonia/adapated by Georges Bizet adapted from the habanera  - La Habanera.mxl,No Lyrics,2.38271604938272,193,81,0.330578512396694,0.240626355027614,22.8406662781663,0.652892561983471,73,0.378238341968912,,,,
De la Rey,Johan Vorster,1994,"pop rock, soft rock, rock, latin, pop, pop/rock, adam levine, death metal, rock en español, afrikaans, punk, heavy metal","Wikifonia/Johan Vorster, Sean Else - De la Rey.mxl",Afrikaans,1.36150234741784,290,213,0.61046511627907,0.712333876148472,23.0647553138902,0.931686046511628,83,0.286206896551724,,,,
I saw her standing there,John Lennon,2007,"pop rock, album rock, rock, soft rock, rock and roll, singer/songwriter, pop, pop/rock, contemporary pop/rock, rock & roll, adult contemporary, glam rock","Wikifonia/John Lennon, Paul McCartney - I saw her standing there.mxl",English,0.706521739130435,130,184,1.17647058823529,1.08234583686216,50.3211517165005,3.30392156862745,66,0.507692307692308,,,,
Crazy Rhythm,Joseph Meyer,2011,Desconocido,"Wikifonia/Joseph Meyer, Roger Wolfe Kahn, Irving Caesar - Crazy Rhythm.mxl",English,0.953125,122,128,0.692737430167598,0.697563832041316,29.1801128164765,1.83519553072626,47,0.385245901639344,,,,
I just fall in love again,Stephen H Dorff,2017,pop,"Wikifonia/Stephen H Dorff, Larry Herbstritt, Gloria Sklerov, Harry Lloyd - I just fall in love again.mxl",English,1.26785714285714,142,112,0.646706586826347,0.63413710819707,33.7903861308116,1.24550898203593,44,0.309859154929577,,,,
It's Been So Long,Walter Donaldson,1975,"rock, blues rock","Wikifonia/Walter Donaldson, Harold Adamson - It's Been So Long.mxl",English,0.94047619047619,158,168,0.764976958525346,0.890331644533153,27.5705186533212,1.50691244239631,63,0.39873417721519,,,,
Cuba Linda,Cachao & The Cineson All Stars,2017,"afro-cuban, jan, jazz, latin, spanish, miklos, latin jazz, timba, salsa, cuban, bogdan, son",Wikifonia/Cachao & The Cineson All Stars - Cuba Linda.mxl,No Lyrics,0.67741935483871,84,124,0.686746987951807,0.588344846902282,44.3144004589788,3.13253012048193,36,0.428571428571429,,,,
Honeysuckle Rose,Thomas Waller,2018,Desconocido,"Wikifonia/Thomas Waller, Andy Razaf - Honeysuckle Rose.mxl",No Lyrics,0.817307692307692,85,104,0.847457627118644,0.957814590919047,16.8253968253968,1.16949152542373,32,0.376470588235294,,,,
Billie's Bounce,Charlie Parker,Desconocido,Desconocido,Wikifonia/Charlie Parker - Billie's Bounce.mxl,No Lyrics,1.46153846153846,76,52,0.539325842696629,0.414336158063681,15.3650793650794,1.75280898876405,24,0.31578947368421,,,,
With Cat-like Tread,A.S.Sullivan,1989,Desconocido,"Wikifonia/A.S.Sullivan, W.S.Gilbert - With Cat-like Tread.mxl",English,0.920454545454545,162,176,0.802380952380952,0.930754454663142,22.6504344516767,1.34761904761905,66,0.407407407407407,,,,
Lazy Afternoon,Jerome Moross,Desconocido,Desconocido,"Wikifonia/Jerome Moross, John LaTouche - Lazy Afternoon.mxl",English,1.09027777777778,157,144,0.724867724867725,0.766447363480712,19.98223998224,1.35978835978836,52,0.331210191082803,,,,
Rose Of Washington Square,James F. Hanley,1970,"contemporary classical, soundtrack, classical, score, film score","Wikifonia/James F. Hanley, Ballard Mac Donald - Rose Of Washington Square.mxl",English,0.7734375,99,128,0.905109489051095,0.995487715108456,50.3206997084548,1.7007299270073,41,0.414141414141414,,,,
I Didn't Know About You,Duke Ellington,2017,Desconocido,"Wikifonia/Duke Ellington, Bob Russell - I Didn't Know About You.mxl",English,1.24193548387097,154,124,0.563380281690141,0.655640148294498,26.0108373833864,1.69014084507042,58,0.376623376623377,,,,
A Quiet Girl,Leonard Bernstein,Desconocido,Desconocido,"Wikifonia/Leonard Bernstein, Betty Comden and Adolph Green - A Quiet Girl.mxl",English,0.868055555555556,125,144,0.88125,0.832371841153006,35.4625482044837,2.55,62,0.496,,,,
Hampton Bays,Joseph Borrello,2004,"ambient, downtempo, trip hop, future jazz, electronic",Wikifonia/Joseph Borrello - Hampton Bays.mxl,No Lyrics,0.56875,91,160,1.35714285714286,1.43369616511922,43.8649991983325,2.28571428571429,44,0.483516483516484,,,,
Minuano (six eight),Paul Metheny,1987,"jazz, afro-cuban jazz, jazz fusion, acid, fusion, contemporary jazz, electronic","Wikifonia/Paul Metheny, Lyle Mays - Minuano (six eight).mxl",No Lyrics,0.821705426356589,106,129,0.984375,1.03144726648611,33.2974625747735,6.890625,49,0.462264150943396,,,,
Out Of Nowhere,Johnny Green,2014,Desconocido,"Wikifonia/Johnny Green, Edward Heyman - Out Of Nowhere.mxl",English,0.691176470588235,94,136,0.963503649635037,1.08063304275829,52.3638846219491,1.75182481751825,47,0.5,,,,
Solitary Man,Neil Diamond,1972,"pop rock, singer-songwriter, vocal, folk pop, oldies, soft rock, ballad, am pop, rock/pop, rock, singer/songwriter, folk rock, acoustic pop, pop, contemporary pop/rock, brill building pop, pop/rock, adult contemporary, male vocal, classic rock",Wikifonia/Neil Diamond - Solitary Man.mxl,English,0.625,85,136,1.14782608695652,1.08141194548664,31.7913832199547,3.05217391304348,43,0.505882352941176,,,,
Only Forever,James V. Monaco,2021,Desconocido,"Wikifonia/James V. Monaco, Johnny Burke - Only Forever.mxl",English,0.805555555555556,87,108,0.971428571428571,1.0656883268467,40.9634551495016,3.80952380952381,39,0.448275862068966,,,,
LOEENDE KLOKKEN,Unknown,Desconocido,Desconocido,Wikifonia/Unknown - LOEENDE KLOKKEN.mxl,No Lyrics,0.531914893617021,150,282,1.4234693877551,1.10852918001307,20.1022690955577,5.69387755102041,55,0.366666666666667,,,,
Piel Canela,Bobby Capo,2010,jazz,Wikifonia/Bobby Capo - Piel Canela .mxl,No Lyrics,1.24812030075188,166,133,0.676020408163265,0.641078077635106,24.6522366522366,3.07397959183673,60,0.36144578313253,,,,
It could happen to you,Jimmy van Heusen,1994,"jazz, post-bop, soul jazz, piano jazz","Wikifonia/Jimmy van Heusen, Johnny Burke - It could happen to you.mxl",No Lyrics,0.5546875,71,128,1.16666666666667,1.06718737290547,43.5510204081633,3.52777777777778,34,0.47887323943662,,,,
Siboney,Ernesto Lecuona,1997,Desconocido,Wikifonia/Ernesto Lecuona - Siboney.mxl,No Lyrics,1.63025210084034,194,119,0.52,0.515471736481362,28.5289609641941,0.982222222222222,73,0.376288659793814,,,,
Megyen m?r a hajnalcsillag,Hungarian folk song,2009,Desconocido,Wikifonia/Hungarian folk song - Megyen m?r a hajnalcsillag.mxl,Hungarian,1.08333333333333,26,24,0.571428571428571,0.738172039015075,36.2666666666667,0.971428571428571,13,0.5,,,,
Brise Pied,Traditionnel,Desconocido,Desconocido,Wikifonia/Traditionnel - Brise Pied.mxl,No Lyrics,1.25,60,48,0.779661016949153,0.434440868405976,31.864406779661,3.89830508474576,24,0.4,,,,
Tiny Bubbles,Leon Pober,1967,"american, rock, american rock, indie rock, progressive rock, experimental, art rock",Wikifonia/Leon Pober - Tiny Bubbles.mxl,English,0.725609756097561,119,164,1.08108108108108,1.00850111895792,35.4371805219263,2.09459459459459,53,0.445378151260504,,,,
Stablemates,Benny Golson,1998,hard bop,Wikifonia/Benny Golson - Stablemates.mxl,No Lyrics,0.717391304347826,66,92,0.99625468164794,1.02648374023653,27.3461922692692,2.62359550561798,42,0.636363636363636,,,,
"Let Him Go, Let Him Tarry",Traditional,Desconocido,Desconocido,"Wikifonia/Traditional - Let Him Go, Let Him Tarry.mxl",English,0.806451612903226,100,124,0.983333333333333,0.661227814162579,17.7777777777778,1.88333333333333,34,0.34,,,,
Chovendo na Roseira,Jobim,1981,"bossa nova, vocal jazz, jazz, latin jazz, international, mpb",Wikifonia/Jobim - Chovendo na Roseira.mxl,Portuguese,0.752631578947368,143,190,0.95360824742268,1.06510363037459,27.6324614352783,1.64948453608247,54,0.377622377622378,,,,
No Surprise,Chad Kroeger,2007,"alternative rock, pop rock, album rock, vocal, folk pop, chicano rock, electronic, movie soundtrack, soundtrack, ballad, fusion, blues rock, rock, jazz, pop, blues-rock, contemporary pop/rock, hard rock, adult alternative rock, into the night, indie, latin rock, house, pop/rock, adult contemporary, classic rock","Wikifonia/Chad Kroeger, Chris Daughtry, Eric Dill, Rune Westberg - No Surprise.mxl",English,1.31764705882353,448,340,0.682926829268293,0.796539243856675,21.5361670395228,1.15650406504065,108,0.241071428571429,,,,
God Bless America,Irving Berlin,2002,"soundtrack, a cappella, patriotic song, musical theater",Wikifonia/Irving Berlin - God Bless America.mxl,English,0.491935483870968,61,124,1.33333333333333,1.25830573921179,28.8802308802309,2.66666666666667,32,0.524590163934426,,,,
CHASING PAVEMENTS,Francis White,2013,"american, rock, soul music, american rock, pop, musical","Wikifonia/Francis White, Adele Adkins - CHASING PAVEMENTS.mxl",English,1.37037037037037,148,108,0.556149732620321,0.572282049402703,26.1870102686429,1.90374331550802,51,0.344594594594595,,,,
Singing Bamboo,Maddy K. Lam,1991,"rare groove nuggets/hawaiian, rock, hawaiian, traditional, jazz, folk",Wikifonia/Maddy K. Lam - Singing Bamboo.mxl,English,0.638888888888889,92,144,1.15702479338843,1.45884741362652,67.1620443049014,2.71487603305785,44,0.478260869565217,,,,
The Town I Loved,Phil Coulter,Desconocido,"electronic, instrumental, celtic, ambient",Wikifonia/Phil Coulter - The Town I Loved.mxl,No Lyrics,0.477272727272727,63,132,0.992063492063492,1.11445076333828,29.3548387096774,1.92063492063492,26,0.412698412698413,,,,
Marcheta,Victor Schertzinger,2014,Desconocido,Wikifonia/Victor Schertzinger - Marcheta.mxl,English,0.87603305785124,106,121,0.836879432624114,0.693169444710692,12.952380952381,3.24822695035461,37,0.349056603773585,,,,
Born Too Late,Charles Strouse,1990,"alternative rock, rock, post-punk, blues, punk, black metal, urban blues","Wikifonia/Charles Strouse, Fred Tobias - Born Too Late.mxl",English,3375/3029,225,3029/15,0.610905349794239,0.697326909133609,34.0070247213105,1.61342592592593,100,0.444444444444444,,,,
Mr Tambourine Man,Bob Dylan,1994,"folk rock, folk",Wikifonia/Bob Dylan - Mr Tambourine Man.mxl,English,0.797297297297297,118,148,0.96,0.756130500200417,22.7920227920228,1.89333333333333,34,0.288135593220339,,,,
Moose the mooche,Charlie Parker,2015,Desconocido,Wikifonia/Charlie Parker - Moose the mooche.mxl,No Lyrics,1.484375,190,128,0.547826086956522,0.377677377715837,24.0161249685059,1.80869565217391,55,0.289473684210526,,,,
I'll Be Home For Christmas,Buck Ram,2004,"soft rock, pop/rock, christmas, adult contemporary, holidays","Wikifonia/Buck Ram, Kim Gannon, Walter Kent - I'll Be Home For Christmas.mxl",English,0.42741935483871,53,124,1.26315789473684,1.36274124906798,16.1538461538462,3.66315789473684,26,0.490566037735849,,,,
Dippermouth Blues,Joseph Oliver,2001,Desconocido,Wikifonia/Joseph Oliver - Dippermouth Blues.mxl,No Lyrics,1.01973684210526,310,304,0.814516129032258,0.811048725223145,33.1555966507423,1.37903225806452,105,0.338709677419355,,,,
Three Stars Will Shine Tonight (Theme from Dr. Kildare),Jerry Goldsmith,1963,"jazz, easy listening, pop","Wikifonia/Jerry Goldsmith, Pete Rugolo, Hal Winn - Three Stars Will Shine Tonight (Theme from Dr. Kildare).mxl",English,0.927083333333333,89,96,0.744,0.656097553722006,31.2229437229437,2.976,44,0.49438202247191,,,,
Beautiful Love,Egbert Van Alstyne,2022,"jazz, techno, latin","Wikifonia/Egbert Van Alstyne, Victor Young, Wayne King, Haven Gillespie - Beautiful Love.mxl",English,0.640625,82,128,0.991935483870968,1.10713206763805,39.9059376837155,1.87096774193548,38,0.463414634146341,,,,
Frenesi,Alberto Dominguez,2004,"jazz, easy listening, big band, swing","Wikifonia/Alberto Dominguez, English Lyrics: Ray Charles, S.K. Russell - Frenesi.mxl",English,1.09722222222222,158,144,0.666666666666667,0.866483497127123,26.9497523000708,1.24285714285714,48,0.30379746835443,,,,
Our love is like a roundabout,Les Kettley,2023,Desconocido,Wikifonia/Les Kettley - Our love is like a roundabout.mxl,English,0.932515337423313,152,163,0.811224489795918,0.979419096164079,45.536347390652,1.45918367346939,68,0.447368421052632,,,,
Anchors Aweigh,Capt. Alfred H. Miles U.S.N. (retired),2001,Desconocido,"Wikifonia/Capt. Alfred H. Miles U.S.N. (retired) , Charles A. Zimmermann - Anchors Aweigh.mxl",English,0.506578947368421,154,304,1.36363636363636,1.27459278864252,26.9773363891011,2.7,68,0.441558441558442,,,,
Comedy Tonight,Stephen Sondheim,2023,"remark/humorous, remark/catchy",Wikifonia/Stephen Sondheim - Comedy Tonight.mxl,English,0.638888888888889,92,144,1.05263157894737,1.00237154483255,44.2769928484214,2.95488721804511,40,0.434782608695652,,,,
Autumn Leaves,J. Kosma,Desconocido,"rock, jazz, doom metal, latin jazz, post-bop, fusion, jazz fusion, heavy metal","Wikifonia/J. Kosma, J. Mercer - Autumn Leaves.mxl",No Lyrics,0.618320610687023,81,131,1.1651376146789,1.15348503820196,39.0833333333333,2.27522935779817,31,0.382716049382716,,,,
Great Is Thy Faithfulness,William M. Runyan,2013,Desconocido,"Wikifonia/William M. Runyan, Thomas O. Chisholm - Great Is Thy Faithfulness.mxl",English,0.885416666666667,85,96,0.808695652173913,0.64633619161377,28.3751962323391,1.61739130434783,35,0.411764705882353,,,,
Pretty Baby,Egbert Van Alstyne,1970,"retro-rock, album rock, rock, surf rock, indie, guitar virtuoso, pop/rock, contemporary pop/rock, rockabilly revival, roots rock, rock & roll, rockabilly","Wikifonia/Egbert Van Alstyne, Tony Jackson, Gus Kahn - Pretty Baby.mxl",English,1.25,70,56,0.510416666666667,0.495968994046559,26.8373172720999,0.958333333333333,29,0.414285714285714,,,,
I Have Dreamed,Richard Rodgers,2017,"male vocalist, rock, vocal jazz, broadway, jazz, pop, jimmy webb, pop/rock, i have dreamed, live album, joshua carswell, chanson, american songbook","Wikifonia/Richard Rodgers, Oscar Hammerstein II - I Have Dreamed.mxl",English,0.625,95,152,1.12977099236641,1.11305196661249,31.8891038039974,3.29770992366412,48,0.505263157894737,,,,
You're Getting To Be A Habit With Me,Harry Warren,2001,Desconocido,"Wikifonia/Harry Warren, Al Dubin - You're Getting To Be A Habit With Me.mxl",English,1.36206896551724,158,116,0.471861471861472,0.488801429982372,34.7376756293953,1.38311688311688,70,0.443037974683544,,,,
Midnight Blue,Melissa Manchester,1975,"soul, soft rock, ballad, west coast hip hop, pop, am pop, pop/rock, contemporary pop/rock, hip hop, vocal, adult contemporary, chanson française, disco, music hall, funk","Wikifonia/Melissa Manchester, Carole Bayer Sager - Midnight Blue.mxl",English,1.05555555555556,152,144,0.763888888888889,0.85461257556918,38.5998107852412,1.37222222222222,57,0.375,,,,
Chloe,Gus Kahn & Neil Moret,Desconocido,Desconocido,Wikifonia/Gus Kahn & Neil Moret - Chloe.mxl,English,0.942708333333333,181,192,0.76734693877551,0.731196323368051,44.9572162730058,2.27755102040816,86,0.475138121546961,,,,
Longer Than,Dan Fogelberg,1979,"pop rock, soft rock, rock, folk rock, rock and roll, pop, singer-songwriter, christmas, acoustic rock, bluegrass",Wikifonia/Dan Fogelberg - Longer Than.mxl,English,1.15441176470588,157,136,0.597285067873303,0.690623598594344,37.7940577940578,1.11764705882353,60,0.382165605095541,,,,
Color My World,Jackie Trent,1965,Desconocido,"Wikifonia/Jackie Trent, Tony Hatch - Color My World.mxl",English,0.689814814814815,149,216,1.12169312169312,1.38211246859412,35.5963105963105,3,56,0.375838926174497,,,,
"Holy, Holy, Holy, Lord God Almighty",John B. Dykes,2005,Desconocido,"Wikifonia/John B. Dykes, Reginald Heber - Holy, Holy, Holy, Lord God Almighty.mxl",English,0.75,48,64,0.810810810810811,0.782851262592446,38.9868287740628,2.43243243243243,23,0.479166666666667,,,,
Michael,Dave Fisher,2018,"modernjazz, new age, cool jazz, jazz, instrumental, contemporary jazz",Wikifonia/Dave Fisher - Michael.mxl,English,0.692307692307692,72,104,1.02083333333333,0.892435416275162,28.8039347194277,2.03125,37,0.513888888888889,,,,
Foolish Pride,Celestine Akins,1993,"contemporary r&b, dub, pop, reggae, roots reggae",Wikifonia/Celestine Akins - Foolish Pride.mxl,English,0.673076923076923,105,156,1.08571428571429,0.937212540963241,30.2564102564103,1.89285714285714,36,0.342857142857143,,,,
A Man Called Peter,Charles Tobias,2004,"electric blues, blues, folk","Wikifonia/Charles Tobias, Max Stein & Ken Sloan - A Man Called Peter.mxl",English,0.830357142857143,93,112,0.783582089552239,0.596781670851486,26.9565217391304,2.35074626865672,32,0.344086021505376,,,,
O Christmas Tree,Traditional,Desconocido,"christmas music, pop rock, rock, holiday, christmas/holiday, pop, europop, christmas, country, synth-pop, electronic, dance-pop",Wikifonia/Traditional - O Christmas Tree.mxl,English,1.25773195876289,122,97,0.59748427672956,0.450289869677201,13.5537190082645,2.38993710691824,42,0.344262295081967,,,,
Shangri-La,Matt Malneck,2007,"pop rock, rock, indie, downtempo, pop, trip hop, anime ost, classic rock, electronic","Wikifonia/Matt Malneck, Robert Maxwell, Carl Sigman - Shangri-La.mxl",English,0.670454545454545,118,176,1.03614457831325,0.97647982394261,34.0659340659341,2.94578313253012,44,0.372881355932203,,,,
Mala Femmena,Toto,2003,vocal,Wikifonia/Toto - Mala Femmena.mxl,Unknown Language,0.8984375,115,128,0.911764705882353,0.892951057838839,42.2723475355055,1.77941176470588,45,0.391304347826087,,,,
The Red Baron,Billy Cobham,1973,"jazz, fusion",Wikifonia/Billy Cobham - The Red Baron.mxl,No Lyrics,1.38235294117647,94,68,0.550813008130081,1.6689646808592,37.4645187548413,0.695121951219512,44,0.468085106382979,,,,
Then Came the Morning,William J & Gloria Gaither 1982,2014,Desconocido,Wikifonia/William J & Gloria Gaither 1982 - Then Came the Morning.mxl,English,0.852678571428571,382,448,0.822154471544716,0.894527758707292,31.3924454081935,2.25914634146342,129,0.337696335078534,,,,
Yakety Sax,James Rich & Randy Randolph,1997,"cool jazz, remark/well-known, jazz, instrumental pop, saxaphone, instrumental, remark/catchy, country, country pop",Wikifonia/James Rich & Randy Randolph - Yakety Sax.mxl,No Lyrics,1.2734375,163,128,0.7,0.473168985552613,22.880658436214,1.29444444444444,47,0.288343558282209,,,,
Happiness Is A Thing Called Joe,Harold Arlen,1961,Desconocido,"Wikifonia/Harold Arlen, E. Y. Harburg - Happiness Is A Thing Called Joe.mxl",English,0.737179487179487,115,156,0.91566265060241,0.945245799321606,21.9883040935672,2.7289156626506,33,0.28695652173913,,,,
Thank You For The Music,Benny Andersson and Bjorn Ulvaeus,2017,Desconocido,Wikifonia/Benny Andersson and Bjorn Ulvaeus - Thank You For The Music.mxl,No Lyrics,1.08712121212121,287,264,0.658291457286432,0.727946513219155,34.966144966145,1.82035175879397,101,0.35191637630662,,,,
"?gy tetszik, hogy j? helyen vagyunk itt",Hungarian folk song,2007,Desconocido,"Wikifonia/Hungarian folk song - ?gy tetszik, hogy j? helyen vagyunk itt.mxl",Hungarian,1.66666666666667,40,24,0.58974358974359,0.191879865988407,13.6752136752137,5.51282051282051,14,0.35,,,,
Heartbreak Hotel,Mae Boren Axton,2022,"euro house, ballad, pop, synth-pop, country, disco, chanson française, electronic","Wikifonia/Mae Boren Axton, Tommy Durden, Elvis Presley - Heartbreak Hotel.mxl",English,0.681818181818182,90,132,1.30612244897959,1.6313770523846,31.4606741573034,4.3265306122449,38,0.422222222222222,,,,
I Guess I'll Have To Dream The Rest (Transcribed),Harold Green,1950,Desconocido,"Wikifonia/Harold Green, Mickey Stoner and Martin Block - I Guess I'll Have To Dream The Rest (Transcribed).mxl",English,1.23412698412698,311,252,0.593301435406699,0.728538623795316,26.4188428059396,2.23923444976077,80,0.257234726688103,,,,
"Merry, Merry Christmas To You",Johnny Marks,Desconocido,"christmas, country","Wikifonia/Johnny Marks - Merry, Merry Christmas To You.mxl",English,0.69047619047619,116,168,1.04430379746835,0.851989010959476,21.6231884057971,3.07594936708861,41,0.353448275862069,,,,
C'est Si Bon,Henri Betti,1953,"vocal jazz, soundtrack, jazz, pop, easy listening, latin jazz, blues, swing","Wikifonia/Henri Betti, Andre Hornez, Jerry Seelen - C'est Si Bon.mxl",No Lyrics,0.814814814814815,132,162,0.893854748603352,1.10858317202323,15.2114382648734,1.59217877094972,50,0.378787878787879,,,,
